Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources
ELEC,EVERGY @JE DUNN PG125A,1001 Locust St @ KCMO JE Dunn Parking Garage,Located inside 11th and Cherry Garage; entrance on 11th St. EVCS is in JE Dunn visitor parking on level P3 - just to the right of the ticket dispenser upon entering.,Kansas City,MO,64106,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.1011,-94.576284,2024-12-09,87600,2024-12-09 00:36:29 UTC,,,,2017-09-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,EVERGY @HNTB GAR-242C,715 Kirk Dr @ HNTB Parking Garage,Inside the parking garage,Kansas City,MO,64105,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.100866,-94.591862,2024-12-09,87601,2024-12-09 00:36:09 UTC,,,,2017-09-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,EVERGY @KCPD LAB -249B,2645 Brooklyn Ave @ KCPD Crime Lab,West end of employee parking lot,Kansas City,MO,64127,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.078392,-94.55479,2024-12-09,87602,2024-12-09 00:36:04 UTC,,,,2017-09-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,EVERGY @PARKEDGE -079C,8203 Renner Blvd @ Park Edge Apartments,Located by the clubhouse building.,Lenexa,KS,66219,,888-758-4389,T,2024-07-17,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.979414,-94.779245,2024-12-09,87603,2024-12-09 00:35:37 UTC,,,,2017-09-13,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,EVERGY @PARKEDGE -048B,8133 Renner Blvd @ Park Edge Apartments,Located next to building 8135.,Lenexa,KS,66219,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.980885,-94.777979,2024-12-09,87604,2024-12-09 00:35:33 UTC,,,,2017-09-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,EVERGY @JCCC -024A,12343 College Blvd @ Johnson Co. Community Co,Located at the west end of the Gym parking lot near the tennis courts.,Overland Park,KS,66210,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.923671,-94.733535,2024-12-09,87605,2024-12-09 00:35:22 UTC,,,,2017-09-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,DUKEPTS PG2 LEVEL 7,2250 Erwin Rd,7th floor of parking deck,Durham,NC,27705,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,36.008509,-78.936824,2024-12-09,87609,2024-12-09 00:50:06 UTC,,,,2017-09-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,WPS WPSC GBSC,2850 Ashland Av Access Rd,Located in visitor parking lot near the main entrance,Ashwaubenon,WI,54304,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,44.469327,-88.06768,2024-12-09,87610,2024-12-09 00:49:26 UTC,,,,2017-09-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,PECK FARM EV STATION 01,4038 Kaneville Rd,,Geneva,IL,60134,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.869504,-88.362638,2024-12-09,87611,2024-12-09 00:49:17 UTC,,,,2017-09-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,MINI OF FFD CTY STATION 1,154 US-1 154 post rd,Side entrance,Darien,CT,06820,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.089032,-73.456957,2024-12-09,87612,2024-12-09 00:47:59 UTC,,,,2017-09-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,EVERGY @FELIX PG -286A,401 Felix St @ St Joe Felix St. Parking Garag,SW corner of 4th & Felix on the 1st flr. in the garage,St Joseph,MO,64501,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.766677,-94.855068,2024-12-09,87616,2024-12-09 00:45:49 UTC,,,,2017-09-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,EVERGY @CITY HALL-177C,711 S Main St @ Grain Valley City Hall,North end of the Grain Valley Community Center parking lot.,Grain Valley,MO,64029,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.019358,-94.197034,2024-12-09,87621,2024-12-09 00:41:21 UTC,,,,2017-09-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,EVERGY @BLTMR GAR-240B,1012 Baltimore Ave @ Baltimore Parking Garage,Parking garage on 2nd level,Kansas City,MO,64105,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.101669,-94.584714,2024-12-09,87624,2024-12-09 00:36:57 UTC,,,,2017-09-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,EVERGY @ARVEST BNK006B,7403 W 135th St @ Arvest Bank,In the SW corner of the Arvest parking lot.,Overland Park,KS,66223,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.88283,-94.672675,2024-12-09,87625,2024-12-09 00:36:55 UTC,,,,2017-09-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,EVERGY @DE LOFTS- 203A,400 Delaware St @ Delofts Condominiums,Located in the parking lot on the SE corner of Wyandotte and 4th St. Access to lot is from Wyandotte St.,Kansas City,MO,64105,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.108466,-94.584807,2024-12-09,87626,2024-12-09 00:36:38 UTC,,,,2017-09-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,EVERGY @CHELEPIS -211A,8302 College Blvd @ Chelepis &amp; Associates,South side parking lot,Overland Park,KS,66210,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.927974,-94.681438,2024-12-09,87627,2024-12-09 00:36:29 UTC,,,,2017-09-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,EVERGY @HALLMARK -248B,2615 McGee Trfy @ Hallmark Employee Parking G,SE corner on level A4,Kansas City,MO,64108,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.078346,-94.579338,2024-12-09,87628,2024-12-09 00:36:15 UTC,,,,2017-09-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,EVERGY @2600GRAND-236B,2600 Grand Blvd @ 2600 Grand Parking Garage,P2 Level of the garage,Kansas City,MO,64108,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.079615,-94.58392,2024-12-09,87629,2024-12-09 00:36:14 UTC,,,,2017-09-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,EVERGY @CONSNTINO-160A,1211 Main St @ Consentino's Market,Inside the Main Street Garage.  Charging stations are located on level 3 of the garage near the entrance on Main St.,Kansas City,MO,64106,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.099476,-94.582438,2024-12-09,87630,2024-12-09 00:36:09 UTC,,,,2017-09-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,EVERGY @CITY HALL-264B,7010 N Holmes St @ Gladstone City Hall,Parking row in front of City Hall,Gladstone,MO,64118,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.222058,-94.571732,2024-12-09,87631,2024-12-09 00:36:06 UTC,,,,2017-09-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,EVERGY @1LIGHT TWR160E,1211 Main St @ One Light Tower,"Restricted use for Tenant Parking -  Level B2 of parking garage, near stairwell to Walnut St",Kansas City,MO,64106,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.099367,-94.582326,2024-12-09,87632,2024-12-09 00:35:17 UTC,,,,2017-09-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,EVERGY @BNK OF AM-212B,8679 College Blvd @ Bank of America,Parking lot along Antioch on the south side of Bank of America,Overland Park,KS,66210,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.926466,-94.685957,2024-12-09,87633,2024-12-09 00:35:30 UTC,,,,2017-09-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,EVERGY @AUDPLZA PG178C,1230 Wyandotte St @ KCMO Auditorium Plaza Par,"Inside the Auditorium Plaza Garage - entrances on Wyandotte and Central. EVCS is on Level 1, Aisle L.",Kansas City,MO,64105,,888-758-4389,T,2024-06-14,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.099581,-94.586327,2024-12-09,87634,2024-12-09 00:35:26 UTC,,,,2017-09-14,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,EVERGY @CORP WOOD-139A,10979 Benson Dr @ Corp. Woods (Bldg. #12),Building 12; West parking lot near the front entrance.,Overland Park,KS,66210,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.930666,-94.687971,2024-12-09,87635,2024-12-09 00:35:20 UTC,,,,2017-09-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,EVERGY @CORP WOOD-137B,10855 Mastin St @ Corp. Woods (Bldg #82),Charging station is located near the SE corner of Building 82.,Overland Park,KS,66210,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.93133,-94.701461,2024-12-09,87641,2024-12-09 00:34:25 UTC,,,,2017-09-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,EVERGY @CORP WOOD-138B,8715 W 110th St @ Corp. Woods (Bldg. #14),2nd Floor parking at Building 14.,Overland Park,KS,66210,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.929293,-94.6873,2024-12-09,87642,2024-12-09 00:34:25 UTC,,,,2017-09-14,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,The Farm at Eastman's Corner,267 South Rd,Rte 107 and Rte 150,Kensington,NH,03833,,603-347-1909,E,,Public,24 hours daily,,,,,,4,,,Non-Networked,,GPS,42.90722484185567,-70.92657295966339,2024-06-13,87645,2024-06-13 17:18:06 UTC,P,,,2016-11-24,,,,,J1772,US,,,,Public,,public,,,GROCERY,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Sundog Solar,222 E Main St,,Searsport,ME,04974,,207-548-1100,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,200-8,44.46541,-68.902341,2023-01-10,87646,2023-02-14 15:54:11 UTC,P,,,2017-09-01,,,,,J1772,US,,,,Public,,public,,,OFFICE_BLDG,,,,,,,Free,,,,,,,,,SOLAR,false,,,,,,,,LD,false,
ELEC,Yellowstone National Park - Haynes Administration Building,4 Executive House Ln,,Mammoth Hot Springs,WY,82190,,,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,44.974166,-110.700269,2023-03-08,87647,2024-01-31 22:07:01 UTC,FG,16,Department of the Interior,2017-09-13,,,,,J1772,US,,,,Public,,public,,DOI,NATL_PARK,,,,,,,Free,,,,,,,,,,false,,,,,Yellowstone National Park,,,,false,
ELEC,Yellowstone National Park - Old Faithful Lodge Cabins,Old Faithful Bypass Rd,,Old Faithful,WY,82190,,,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,44.458498,-110.823834,2023-03-08,87648,2024-01-31 22:07:01 UTC,FG,16,Department of the Interior,2017-09-13,,,,,J1772,US,,,,Public,,public,,DOI,NATL_PARK,,,,,,,Free,,,,,,,,,,false,,,,,Yellowstone National Park,,,,false,
ELEC,Yellowstone National Park - Rhyolite Lodge,N Rim Dr,,Canyon,WY,82190,,,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,44.732811,-110.485299,2023-03-08,87650,2024-01-31 22:07:01 UTC,FG,16,Department of the Interior,2017-09-13,,,,,J1772,US,,,,Public,,public,,DOI,NATL_PARK,,,,,,,Free,,,,,,,,,,false,,,,,Yellowstone National Park,,,,false,
ELEC,The Dealership,3558 Lee Rd,,Shaker Heights,OH,44120,,216-455-5499,E,,Public,24 hours daily,,,,,,1,,,AMPUP,https://ampup.io/,200-9,41.462881,-81.564921,2022-10-11,87653,2023-02-14 15:54:11 UTC,LG,,,2017-09-12,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,EVERGY @PICKWICK -227A,933 McGee St @ East 9 at Pickwick Plaza,On-street parking on McGee at 10th St.,Kansas City,MO,64106,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.102429,-94.579517,2024-12-09,87658,2024-12-09 00:41:38 UTC,,,,2017-09-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,BMW NASHVILLE STATION 5,1568 Mallory Ln,,Brentwood,TN,37027,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,35.979926,-86.804875,2024-12-09,87676,2024-12-09 00:50:26 UTC,,,,2017-09-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,OAK PARK 1 HOLLY COURT 3B,1149 Holly Ct,3rd Floor Stations will be out of service Tuesday November 8,Oak Park,IL,60301,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.889409,-87.804235,2024-12-09,87679,2024-12-09 00:48:56 UTC,,,,2017-09-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,GALLERIA BMW STATION 1,I-10,Near front main entrance,D'Iberville,MS,39540,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.450819,-88.89851,2024-12-09,87680,2024-12-09 00:45:13 UTC,,,,2017-09-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,MGE MGE VISITOR LOT,623 E Railroad St,MGE Visitor Parking Lot.,Madison,WI,53788,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,43.077575,-89.375757,2024-12-09,87695,2024-12-09 00:34:06 UTC,,,,2017-09-19,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,BELLEVUE SQUARE BELL SQ NORTH 1,Bellevue Square - North Building104th Ave NE,Bottom floor just past Tesla dealer.,Bellevue,WA,98004,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616971,-122.203009,2024-12-09,87711,2024-12-09 00:49:16 UTC,,,,2017-09-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,EVERGY @NWMSU -313A,560 W 9th St @ Northwest Mo State Univ,Lot 20; parking lot at the Valk Center.,Maryville,MO,64468,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.352918,-94.879805,2024-12-09,87721,2024-12-09 00:36:35 UTC,,,,2017-09-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Prettejohn Public Parking Lot,17 Commercial St,Located behind the Livonia Inn,Livonia,NY,14487,,585-346-2010,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,GPS,42.821089,-77.668047,2024-08-15,87725,2024-08-15 19:57:12 UTC,LG,,,2017-09-13,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,South Garage,100 E 2nd St,Chargers are located in front of the parking office,Tulsa,OK,74103,,918-582-6515,E,,Public,Garage business hours,,,,,1,3,,,Non-Networked,,200-8,36.15471,-95.99018,2022-12-13,87727,2024-11-18 14:31:12 UTC,P,,,2020-10-19,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,"$8 parking garage fee, free charging",,,,,,,,,,false,,,,,,,,,false,
ELEC,North Garage,20 E 2nd St,Two chargers located in front of the parking office; two chargers located in Section B on Level 3,Tulsa,OK,74103,,918-582-6515,E,,Public,Garage business hours,,,,,,4,,,Non-Networked,,200-9,36.154339,-95.990117,2022-12-13,87728,2024-11-18 14:30:35 UTC,P,,,2017-09-01,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Bridger Pilates,820 N Wallace Ave,Corner of Tamarack & North Wallace Avenue,Bozeman,MT,59715,,406-585-7909,E,,Public,24 hours daily,,,,,,1,,,Non-Networked,,GPS,45.688326,-111.027843,2022-06-14,87730,2024-11-19 20:20:05 UTC,P,,,2017-09-13,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,WIND,false,,,,,,,,LD,false,
ELEC,LG&E CRESCENT HILL,2736 Frankfort Ave,Parking lot of Crescent Hill Library,Louisville,KY,40206,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.254615,-85.691814,2024-12-09,87738,2024-12-09 00:49:37 UTC,,,,2017-09-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,MCC FOC NORTH,3035 Saratoga St,South parking lot of CASC building 23 on MCC Campus.,Omaha,NE,68111,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.303789,-95.958777,2024-12-09,87740,2024-12-09 00:47:35 UTC,,,,2017-09-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,PURITAN MILL PURITAN MILL EV,916 Joseph E Lowery Blvd NW,,Atlanta,GA,30318,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,33.780224,-84.418301,2024-12-09,87767,2024-12-09 00:49:23 UTC,,,,2017-09-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,SOUTH MIAMI COMMUNITY CENTE,5800 SW 66th St,North side of building.,South Miami,FL,33143,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,25.709067,-80.287892,2024-12-09,87787,2024-12-09 00:46:34 UTC,,,,2017-09-27,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,City of Archdale - Creekside Park,214 Park Dr,Located within the tennis court parking lot off of Park Dr,Archdale,NC,27263,,336-431-9141,E,,Public,6am-11pm daily,,,,,,1,,,Non-Networked,,GPS,35.893721,-79.935725,2022-12-13,87805,2023-02-14 15:54:11 UTC,LG,,,2017-09-27,,,,,J1772,US,,,,Public,,public,,,PARK,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,City of Archdale - City Hall,307 Balfour Dr,Located on the eastern side of Archdale City Hall between the City Hall building and the Archdale Police Department.,Archdale,NC,27263,,336-431-9141,E,,Public,6am-11pm daily,,,,,,1,,,Non-Networked,,GPS,35.89954,-79.961673,2023-01-10,87806,2023-02-14 15:54:11 UTC,LG,,,2017-09-27,,,,,J1772,US,,,,Public,,public,,,MUNI_GOV,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,MESSIAH COLLEGE MESSIAH COLLEGE,1 College Ave,Old Main 550,Mechanicsburg,PA,17055,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.157459,-76.990949,2024-12-09,87852,2024-12-09 00:50:36 UTC,,,,2017-10-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,HILLS COUNTY RP STEWART 1,3629 Queen Palm Dr,Hillsborough County EPC.,Tampa,FL,33619,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,27.975466,-82.336008,2024-12-09,87853,2024-12-09 00:50:22 UTC,,,,2017-10-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,HILLS COUNTY BLOOMINGDALE 1,1906 Bloomingdale Ave,Bloomingdale Regional Public Library,Valrico,FL,33596,,888-758-4389,T,2024-01-30,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,27.894561,-82.252211,2024-12-09,87854,2024-12-09 00:50:21 UTC,,,,2017-10-03,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,SARASOTA PARK PALM AVE UNIT 2,1287 North Palm Avenue,"City of Sarasota Palm Avenue Parking Garage. Level 2, top of the ramp.",Sarasota,FL,34236,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,27.335992,-82.543713,2024-12-09,87856,2024-12-09 00:50:01 UTC,,,,2017-10-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,EVERGY @JULES PG -285A,601 Jules St @ St Joe Jules St. Parking Garag,SW corner on 1st flr in the garage at 6th & Jules St.,St Joseph,MO,64501,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.768269,-94.852946,2024-12-09,87897,2024-12-09 00:50:46 UTC,,,,2017-10-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,TOS COMMUNITY PARK1,1631 Coalton Rd,Close to field entrance.,Superior,CO,80027,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,39.929913,-105.150607,2024-12-09,87898,2024-12-09 00:50:39 UTC,,,,2017-10-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,SARASOTA PARK ST ARMANDS 01,407-415 Monroe Dr,"SE corner parking lot surrounding St Armands Circle. Parking lot accessible off Fillmore Dr, S Adams Dr or Monroe Dr.",Sarasota,FL,34236,,888-758-4389,T,2024-11-09,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,27.317781,-82.575703,2024-12-09,87902,2024-12-09 00:49:35 UTC,,,,2017-10-05,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,false,
ELEC,Long Island Welcome Center,I-495 E,Between exits 51 and 52,Dix Hills,NY,11746,,631-254-0414,E,,Public,24 hours daily,,,,,,,2,,Non-Networked,,GPS,40.802658,-73.316725,2022-03-07,87914,2024-11-08 14:57:45 UTC,SG,,,2016-10-01,,,,,CHADEMO,US,,,,Public,,public,,,REST_STOP,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Park Cedar Rapids - Convention Center Ramp,361 1st Ave SE,,Cedar Rapids,IA,52401,,319-423-7060,E,,Public,24 hours daily; pay lot,,,,,,4,,,Non-Networked,,200-8,41.979904,-91.666665,2024-03-14,87915,2024-03-14 18:02:10 UTC,P,,,2017-10-04,,,,,J1772,US,,,,Public,,public,,,PAY_GARAGE,,,,,,,Free,,,,,,,,,,false,,,,,,,,LD,false,
ELEC,Park Cedar Rapids - 4th Avenue Ramp,349 4th Ave SE,,Cedar Rapids,IA,52401,,319-423-7060,E,,Public,24 hours daily; pay lot,,,,,,8,,,Non-Networked,,200-9,41.976826,-91.663729,2024-03-14,87916,2024-03-14 18:02:10 UTC,P,,,2017-10-04,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,Free,,,,,,,,,,false,,,,,,,,MD,false,
