Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name,CNG Station Sells Renewable Natural Gas,LNG Station Sells Renewable Natural Gas,Maximum Vehicle Class,EV Workplace Charging,Funding Sources,geometry,index_right,GEOID_20,TRACT_20_N,AREA_SQMI
ELEC,Modera First Hill,125 S Boren Avenue,,Seattle,WA,98144,,800-663-5633,T,2022-09-28,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,6.0,,,Blink Network,http://www.blinkcharging.com/,GPS,47.6013484,-122.3179139,2024-12-09,229396,2024-12-09 00:18:42 UTC,,,,2019-06-05,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,,,,,False,,POINT (-122.3179139 47.6013484),131.0,53033009100,Census Tract 91,0.158534394602
ELEC,Ballard Blocks,1451 NW 46th St,,Seattle,WA,98107,,877-455-3833,E,,Public,24 hours daily,,,,,,,2.0,,eVgo Network,https://www.evgo.com/,GPS,47.6617217,-122.3758674,2024-12-08,229519,2024-12-08 23:58:57 UTC,,,,2021-04-30,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.3758674 47.6617217),60.0,53033004703,Census Tract 47.03,0.518966477066
ELEC,SEA41 SEA41-7,2121 7th Ave,"Level P2, Northwest Corner",Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616076,-122.339828,2024-12-09,235318,2024-12-09 01:45:47 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.339828 47.616076),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,SEA41 SEA41-10,2121 7th Ave,Level P2,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616069,-122.339836,2024-12-09,235319,2024-12-09 01:45:50 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.339836 47.616069),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,SEA41 SEA41-9,2121 7th Ave,Level P2 Center of North wall,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616081,-122.339836,2024-12-09,235320,2024-12-09 01:45:50 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.339836 47.616081),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,SEA41 SEA41-21,2121 7th Ave,"Level P5, West side of North wall",Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616062,-122.339797,2024-12-09,235321,2024-12-09 01:45:51 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.339797 47.616062),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,SEA41 SEA41-22,2121 7th Ave,"Level P5, Center of North wall",Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616069,-122.339786,2024-12-09,235322,2024-12-09 01:45:51 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.339786 47.616069),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,SEA41 SEA41-23,2121 7th Ave,"Level P5, Center of North wall",Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616069,-122.339818,2024-12-09,235323,2024-12-09 01:45:52 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.339818 47.616069),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,SEA41 SEA41-17,2121 7th Ave,Level P4 East side of North wall,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616026,-122.339818,2024-12-09,235324,2024-12-09 01:45:52 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.339818 47.616026),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,SEA41 SEA41-16,2121 7th Ave,"Level P4, Center of north wall",Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616069,-122.339882,2024-12-09,235325,2024-12-09 01:45:52 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.339882 47.616069),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,SEA41 SEA41-24,2121 7th Ave,"Level P4, West side of North wall",Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616062,-122.339845,2024-12-09,235326,2024-12-09 01:45:52 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.339845 47.616062),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,SEA41 SEA41-19,2121 7th Ave,"Level P4, South side of East wall",Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616055,-122.339829,2024-12-09,235327,2024-12-09 01:45:53 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.339829 47.616055),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,SEA41 SEA41-20,2121 7th Ave,Level P4,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616055,-122.33985,2024-12-09,235328,2024-12-09 01:45:53 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.33985 47.616055),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,SEA41 SEA41-12,2121 7th Ave,"Level P3, center of north wall",Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616071,-122.339854,2024-12-09,235329,2024-12-09 01:45:53 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.339854 47.616071),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,SEA41 SEA41-11,2121 7th Ave,"Level P3, west side of north wall",Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616083,-122.33985,2024-12-09,235330,2024-12-09 01:45:54 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.33985 47.616083),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,SEA41 SEA41-14,2121 7th Ave,Level P3 South side of West wall,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616082,-122.339821,2024-12-09,235331,2024-12-09 01:45:54 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.339821 47.616082),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,SEA41 SEA41-15,2121 7th Ave,Level P3 South side of West wall,Seattle,WA,98121,,888-758-4389,T,2023-10-14,TEMPORARILY UNAVAILABLE (Public),24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616076,-122.339754,2024-12-09,235332,2024-12-09 01:45:54 UTC,,,,2022-10-28,,,,,J1772,US,,,,TEMPORAIREMENT SUSPENDU (Public),,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.339754 47.616076),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,AMZ SEA42-17,2100 7th Ave,Level P5 central area,Seattle,WA,98119,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616259,-122.338853,2024-12-09,235333,2024-12-09 01:45:55 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.338853 47.616259),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,AMZ SEA42-15,2100 7th Ave,Level P5 Central area,Seattle,WA,98119,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616265,-122.338863,2024-12-09,235334,2024-12-09 01:45:55 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.338863 47.616265),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,AMZ SEA42-16,2100 7th Ave,Level P5 Central area,Seattle,WA,98119,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616277,-122.338872,2024-12-09,235335,2024-12-09 01:45:55 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.338872 47.616277),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,AMZ SEA42-18,2100 7th Ave,Level P5 Central area,Seattle,WA,98119,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616259,-122.338839,2024-12-09,235336,2024-12-09 01:45:55 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.338839 47.616259),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,AMZ SEA42-13,2100 7th Ave,Level P2 central area,Seattle,WA,98119,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616276,-122.338848,2024-12-09,235337,2024-12-09 01:45:55 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.338848 47.616276),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,AMZ SEA42-12,2100 7th Ave,Level P2 central area,Seattle,WA,98119,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616271,-122.338868,2024-12-09,235338,2024-12-09 01:45:56 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.338868 47.616271),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,AMZ SEA42-14,2100 7th Ave,Level P2 central area,Seattle,WA,98119,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.61628,-122.338861,2024-12-09,235339,2024-12-09 01:45:56 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.338861 47.61628),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,SEA41 SEA41-8,2121 7th Ave,Level P2,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616076,-122.339844,2024-12-09,235340,2024-12-09 01:45:57 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.339844 47.616076),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,SEA41 SEA41-13,2121 7th Ave,Level P3 Center of North wall,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.61607,-122.339824,2024-12-09,235342,2024-12-09 01:46:00 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.339824 47.61607),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,AMZ SEA40-7,2021 7th Ave,Level P1 South wall,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.615307,-122.338225,2024-12-09,235345,2024-12-09 01:46:08 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.338225 47.615307),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,AMZ SEA40-9,2021 7th Ave,Level P2 Southeast corner,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.615314,-122.338234,2024-12-09,235346,2024-12-09 01:46:08 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.338234 47.615314),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,AMZ SEA40-13,2021 7th Ave,Level P3 South wall,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.61532,-122.338246,2024-12-09,235347,2024-12-09 01:46:09 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.338246 47.61532),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,AMZ SEA40-11,2021 7th Ave,Level P3 Southeast side,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.615305,-122.338215,2024-12-09,235348,2024-12-09 01:46:09 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.338215 47.615305),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,AMZ SEA40-10,2021 7th Ave,Level P3 East side,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.615303,-122.338242,2024-12-09,235349,2024-12-09 01:46:09 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.338242 47.615303),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,AMZ SEA40-8,2021 7th Ave,Level P2,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.615311,-122.338245,2024-12-09,235350,2024-12-09 01:46:11 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.338245 47.615311),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,AMZ SEA40-12,2021 7th Ave,Level P3 South wall,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.615297,-122.338221,2024-12-09,235351,2024-12-09 01:46:11 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.338221 47.615297),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,AMZ SEA44-5,2205 7th Ave,Level P2 North wall,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616662,-122.340786,2024-12-09,235352,2024-12-09 01:46:11 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.340786 47.616662),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,AMZ SEA44-7,2205 7th Ave,Level P2 South wall,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616653,-122.340794,2024-12-09,235353,2024-12-09 01:46:11 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.340794 47.616653),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,AMZ SEA44-6,2205 7th Ave,Level P2 North wall,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616663,-122.340804,2024-12-09,235354,2024-12-09 01:46:11 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.340804 47.616663),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,AMZ SEA44-9,2205 7th Ave,Level P2 East wall,Seattle,WA,98121,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.616663,-122.340794,2024-12-09,235356,2024-12-09 01:46:11 UTC,,,,2022-10-28,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.340794 47.616663),99.0,53033007202,Census Tract 72.02,0.108330308181
ELEC,Lumen Field Parking Garage,300 S Royal Brougham Way,,Seattle,WA,98104,,,E,,Public,6am-11pm daily,A D Debit M V,,,,,2.0,,,Non-Networked,,GPS,47.5926384626354,-122.330869270063,2022-11-10,235700,2023-02-14 15:54:11 UTC,P,,,2022-10-31,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False,,POINT (-122.330869270063 47.5926384626354),133.0,53033009300,Census Tract 93,3.89300400897
ELEC,Puget Sound Solar,805 Rainier Ave S,,Seattle,WA,98144,,206-706-1931,E,,Public,24 hours daily,A D Debit M V,,,,,5.0,,,Non-Networked,,GPS,47.5955737030563,-122.311841805333,2022-11-10,235701,2023-02-14 15:54:11 UTC,P,,,2022-10-31,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False,,POINT (-122.311841805333 47.5955737030563),134.0,53033009400,Census Tract 94,0.651064109786
ELEC,800 Fifth Avenue Parking Garage,800 5th Ave,,Seattle,WA,98104,,206-621-9172,E,,Public,24 hours daily,A D Debit M V,,,,,1.0,,,Non-Networked,,GPS,47.6054544002366,-122.330085418863,2022-11-10,235702,2023-02-14 15:54:11 UTC,P,,,2022-10-31,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False,,POINT (-122.330085418863 47.6054544002366),125.0,53033008500,Census Tract 85,0.174117643765
ELEC,US Bank Center Garage,1465 6th Ave,,Seattle,WA,98101,,206-223-4070,E,,Public,24 hours daily,A D Debit M V,,,,,6.0,,,Non-Networked,,GPS,47.610826048907,-122.334346934116,2022-11-10,235703,2023-02-14 15:54:11 UTC,P,,,2022-10-31,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False,,POINT (-122.334346934116 47.610826048907),121.0,53033008200,Census Tract 82,0.145086297145
ELEC,Stone Way N Parking Garage,3400 Stone Way N,,Seattle,WA,98103,,,E,,Public,6am-10pm daily,A D Debit M V,,,,,4.0,,,Non-Networked,,GPS,47.6492281351155,-122.342061617054,2022-11-10,235704,2023-02-14 15:54:11 UTC,P,,,2022-10-31,,,,,J1772,US,,,,Public,,public,,,PARKING_GARAGE,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False,,POINT (-122.342061617054 47.6492281351155),73.0,53033005401,Census Tract 54.01,0.529497521728
ELEC,University of Washington - Parking Area W40,814 NE Northlake Pl,,Seattle,WA,98105,,206-221-3701,E,,Public,24 hours daily,A D Debit M V,,,,,4.0,,,Non-Networked,,GPS,47.6548806651459,-122.319211227533,2022-11-10,235705,2024-12-04 16:54:50 UTC,P,,,2022-10-31,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False,,POINT (-122.319211227533 47.6548806651459),67.0,53033005202,Census Tract 52.02,0.111385521396
ELEC,University of Washington - Parking Lot N22,4060 E Stevens Way NE,,Seattle,WA,98195,,206-221-3701,E,,Public,24 hours daily,A D Debit M V,,,,,5.0,,,Non-Networked,,GPS,47.6560149395404,-122.305003488076,2022-11-10,235706,2024-12-04 16:54:50 UTC,P,,,2022-10-31,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False,,POINT (-122.305003488076 47.6560149395404),68.0,53033005303,Census Tract 53.03,1.22851763087
ELEC,Union Bay Plaza,4516 Union Bay Pl NE,,Seattle,WA,98105,,,E,,Public,24 hours daily,A D Debit M V,,,,,5.0,,,Non-Networked,,GPS,47.6619766883491,-122.293346008603,2022-11-10,235707,2023-02-14 15:54:11 UTC,P,,,2022-10-31,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,,,,,,,,,,,False,,,,,,,,LD,False,,POINT (-122.293346008603 47.6619766883491),51.0,53033004202,Census Tract 42.02,0.47139320956
ELEC,BIOMED REALTY DEXTER YARD-S1,700 Dexter Ave N,,Seattle,WA,98109,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.625629,-122.342054,2024-12-09,236600,2024-12-09 01:48:24 UTC,,,,2022-11-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.342054 47.625629),90.0,53033006702,Census Tract 67.02,0.117659119443
ELEC,BIOMED REALTY DEXTER YARD-S4,700 Dexter Ave N,,Seattle,WA,98109,,888-758-4389,E,,Public,24 hours daily,,,,,,2.0,,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.625821,-122.342051,2024-12-09,236601,2024-12-09 01:48:24 UTC,,,,2022-11-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.342051 47.625821),90.0,53033006702,Census Tract 67.02,0.117659119443
ELEC,VOLVO CAR USA SEATTLE DC1,1st Ave S & S Stacy St,North end of Starbucks parking lot,Seattle,WA,98134,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.5816,-122.334883,2024-12-09,236752,2024-12-09 01:48:26 UTC,,,,2022-11-30,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.334883 47.5816),133.0,53033009300,Census Tract 93,3.89300400897
ELEC,VOLVO CAR USA SEATTLE DC2,1st Ave S & S Stacy St,North end of Starbucks parking lot,Seattle,WA,98134,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.581601,-122.334848,2024-12-09,236753,2024-12-09 01:48:26 UTC,,,,2022-11-30,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.334848 47.581601),133.0,53033009300,Census Tract 93,3.89300400897
ELEC,VOLVO CAR USA SEATTLE DC3,1st Ave S & S Stacy St,North end of Starbucks parking lot,Seattle,WA,98134,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.5816,-122.33481,2024-12-09,236754,2024-12-09 01:48:26 UTC,,,,2022-11-30,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.33481 47.5816),133.0,53033009300,Census Tract 93,3.89300400897
ELEC,VOLVO CAR USA SEATTLE DC4,1st Ave S & S Stacy St,North end of Starbucks parking lot,Seattle,WA,98134,,888-758-4389,E,,Public,24 hours daily,,,,,,,1.0,,ChargePoint Network,http://www.chargepoint.com/,GPS,47.581595,-122.334777,2024-12-09,236755,2024-12-09 01:48:26 UTC,,,,2022-11-30,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.334777 47.581595),133.0,53033009300,Census Tract 93,3.89300400897
ELEC,1800 Ninth Building,1800 9th Ave,,Seattle,WA,98101,,800-663-5633,E,,Public,24 hours daily,,,,,,2.0,,,Blink Network,http://www.blinkcharging.com/,GPS,47.615249,-122.3332564,2024-12-09,237887,2024-12-09 00:08:27 UTC,,,,2022-04-06,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,,POINT (-122.3332564 47.615249),102.0,53033007302,Census Tract 73.02,0.120837970105
ELEC,The Alexis Royal Sonesta Hotel Seattle,1007 First Avenue,,Seattle,WA,98104,,888-998-2546,E,,Public,24 hours daily,,,,,,1.0,,,Blink Network,http://www.blinkcharging.com/,GPS,47.604891,-122.336815,2024-12-09,238092,2024-12-09 00:07:31 UTC,,,,2022-12-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Free,,,,,,,,,,,,,,,,,,,False,,POINT (-122.336815 47.604891),120.0,53033008102,Census Tract 81.02,0.250155997697
